ranking,nombre,n,porcentaje,porcentaje_acum,año,sexo
 22,CELIA,37, 1.20,38.39,2015,f
 15,CELIA,41, 1.30,29,2016,f
 69,CESAR,9, 0.28,66.95,2016,m
 70,CESAR,10, 0.30,69.92,2015,m
 102,CESAR,5, 0.15,76.78,2013,m
 114,CESAR,5, 0.13,79.35,2012,m
 72,CESAR,11, 0.27,72.33,2011,m
 90,CESAR,6, 0.15,77.48,2010,m
 98,CESAR,6, 0.14,79.93,2009,m
 104,CESAR,6, 0.15,80.65,2007,m
 102,CESAR,5, 0.13,80.98,2006,m
 80,CHLOE,9, 0.25,69.58,2012,f
 59,CHLOE,10, 0.31,65.03,2014,f
 61,CHLOE,9, 0.29,65.19,2015,f
 67,CHLOE,10, 0.32,62.76,2016,f
 124,CHRISTIAN,5, 0.15,79.69,2014,m
 105,CHRISTIAN,6, 0.15,78.04,2012,m
 93,CHRISTIAN,8, 0.20,77.26,2011,m
 86,CHRISTIAN,7, 0.18,76.79,2010,m
 75,CHRISTIAN,11, 0.26,75.40,2009,m
 66,CHRISTIAN,12, 0.29,71.77,2008,m
 65,CHRISTIAN,13, 0.32,72.32,2007,m
 54,CHRISTIAN,15, 0.38,69.98,2006,m
 55,CLARA,16, 0.43,64.02,2006,f
 45,CLARA,18, 0.47,59.61,2007,f
 55,CLARA,16, 0.39,61.56,2008,f
 46,CLARA,21, 0.52,58.07,2009,f
 58,CLARA,15, 0.39,62.34,2010,f
 46,CLARA,18, 0.48,58.21,2011,f
 36,CLARA,26, 0.71,52.42,2012,f
 42,CLARA,22, 0.67,56.9,2013,f
 55,CLARA,11, 0.35,63.74,2014,f
 40,CLARA,24, 0.78,55.47,2015,f
 52,CLARA,13, 0.41,57.27,2016,f
 3,CLAUDIA,119, 3.20,11.63,2006,f
 4,CLAUDIA,97, 2.52,15.12,2007,f
 4,CLAUDIA,111, 2.68,14.13,2008,f
 6,CLAUDIA,96, 2.37,18.37,2009,f
 5,CLAUDIA,90, 2.36,14.52,2010,f
 6,CLAUDIA,83, 2.23,16.76,2011,f
 9,CLAUDIA,72, 1.97,22.71,2012,f
 8,CLAUDIA,68, 2.08,19.47,2013,f
 13,CLAUDIA,46, 1.44,27.57,2014,f
 12,CLAUDIA,47, 1.53,24.98,2015,f
 16,CLAUDIA,41, 1.30,30.3,2016,f
 95,CLOE,7, 0.17,72.49,2008,f
 112,CLOE,5, 0.14,75.51,2012,f
 92,CLOE,6, 0.18,72.29,2013,f
 93,CLOE,5, 0.16,72.55,2014,f
 73,CLOE,7, 0.23,68.31,2015,f
 77,CLOE,8, 0.25,65.64,2016,f
 31,COVADONGA,26, 0.70,51.88,2006,f
 51,COVADONGA,16, 0.42,62.31,2007,f
 63,COVADONGA,14, 0.34,64.48,2008,f
 52,COVADONGA,17, 0.42,60.84,2009,f
 63,COVADONGA,12, 0.31,63.99,2010,f
 65,COVADONGA,11, 0.30,65.59,2011,f
 57,COVADONGA,13, 0.36,62.68,2012,f
 57,COVADONGA,11, 0.34,64.07,2013,f
 74,COVADONGA,7, 0.23,68.54,2015,f
 73,COVADONGA,9, 0.29,64.56,2016,f
 92,CRISTIAN,6, 0.19,72.34,2016,m
 103,CRISTIAN,5, 0.15,76.99,2015,m
 72,CRISTIAN,10, 0.29,69.11,2014,m
 62,CRISTIAN,11, 0.32,67.16,2013,m
 63,CRISTIAN,12, 0.30,68.54,2012,m
 105,CRISTIAN,6, 0.15,79.43,2011,m
 67,CRISTIAN,12, 0.30,71.93,2010,m
 61,CRISTIAN,17, 0.40,70.75,2009,m
 55,CRISTIAN,17, 0.40,68.08,2008,m
 76,CRISTIAN,10, 0.24,75.46,2007,m
 59,CRISTIAN,13, 0.33,71.72,2006,m
 21,CRISTINA,38, 1.02,43.18,2006,f
 26,CRISTINA,39, 1.01,47.44,2007,f
 36,CRISTINA,24, 0.58,52.31,2008,f
 33,CRISTINA,29, 0.72,50.25,2009,f
 27,CRISTINA,34, 0.89,43.29,2010,f
 50,CRISTINA,17, 0.46,60.11,2011,f
 43,CRISTINA,20, 0.55,56.61,2012,f
 64,CRISTINA,9, 0.28,66.16,2013,f
 57,CRISTINA,10, 0.31,64.4,2014,f
 65,CRISTINA,8, 0.26,66.3,2015,f
 94,CRISTINA,6, 0.19,69.54,2016,f
 98,DAFNE,6, 0.15,72.52,2009,f
 115,DAMIAN,5, 0.13,79.48,2012,m
 106,DAMIAN,5, 0.13,79.88,2010,m
 112,DAMIAN,5, 0.12,81.78,2009,m
 93,DAMIAN,6, 0.14,77.84,2008,m
 93,DAMIAN,7, 0.17,78.85,2007,m
 3,DANIEL,91, 2.85,10.03,2016,m
 4,DANIEL,88, 2.60,12.57,2015,m
 8,DANIEL,75, 2.20,21.54,2014,m
1,DANIEL,104, 3.05,3.05,2013,m
1,DANIEL,124, 3.13,3.13,2012,m
 1,DANIEL,130, 3.20,3.20,2011,m
 1,DANIEL,117, 2.96,2.96,2010,m
 2,DANIEL,136, 3.19,6.69,2009,m
 3,DANIEL,134, 3.19,9.88,2008,m
 4,DANIEL,126, 3.07,12.55,2007,m
 3,DANIEL,125, 3.14,10.60,2006,m
 18,DANIELA,47, 1.26,40.06,2006,f
 11,DANIELA,55, 1.43,29.34,2007,f
 10,DANIELA,69, 1.67,26.9,2008,f
 4,DANIELA,114, 2.81,13.26,2009,f
 2,DANIELA,123, 3.22,6.53,2010,f
 2,DANIELA,119, 3.20,6.9,2011,f
 4,DANIELA,87, 2.38,12.12,2012,f
 3,DANIELA,82, 2.51,8.4,2013,f
 5,DANIELA,72, 2.26,12.8,2014,f
 3,DANIELA,72, 2.34,7.45,2015,f
 3,DANIELA,78, 2.47,8.08,2016,f
 118,DANIELLA,5, 0.12,75.95,2008,f
 99,DANIELLA,6, 0.15,72.67,2009,f
 86,DANIELLA,7, 0.19,70.67,2011,f
 53,DANIELLA,14, 0.38,61.2,2012,f
 59,DANIELLA,10, 0.31,64.68,2013,f
 73,DANIELLA,7, 0.22,68.6,2014,f
 66,DANIELLA,8, 0.26,66.56,2015,f
 84,DANIELLA,7, 0.22,67.39,2016,f
 47,DARIO,19, 0.60,59.05,2016,m
 28,DARIO,30, 0.89,48.80,2015,m
 23,DARIO,34, 1.00,42.20,2014,m
 32,DARIO,28, 0.82,51.22,2013,m
 40,DARIO,24, 0.60,58.78,2012,m
 32,DARIO,30, 0.74,53.86,2011,m
 40,DARIO,25, 0.63,60.05,2010,m
 57,DARIO,18, 0.42,69.08,2009,m
 43,DARIO,22, 0.52,62.51,2008,m
 42,DARIO,23, 0.56,62.72,2007,m
 43,DARIO,21, 0.53,64.76,2006,m
 17,DAVID,41, 1.28,35.59,2016,m
 19,DAVID,45, 1.33,39.63,2015,m
 10,DAVID,61, 1.79,25.15,2014,m
 23,DAVID,37, 1.09,42.79,2013,m
 14,DAVID,68, 1.71,33.30,2012,m
 10,DAVID,82, 2.02,27.79,2011,m
 16,DAVID,67, 1.70,36.20,2010,m
 13,DAVID,73, 1.71,32.46,2009,m
 8,DAVID,99, 2.36,23.59,2008,m
 12,DAVID,74, 1.80,31.51,2007,m
 10,DAVID,86, 2.16,29.49,2006,m
 113,DESIREE,5, 0.13,77.19,2006,f
 112,DESIREE,5, 0.13,77.51,2007,f
 59,DEVA,14, 0.38,65.61,2006,f
 58,DEVA,14, 0.36,65.03,2007,f
 34,DEVA,25, 0.60,51.12,2008,f
 41,DEVA,23, 0.57,55.41,2009,f
 48,DEVA,20, 0.52,57.68,2010,f
 38,DEVA,22, 0.59,54.04,2011,f
 39,DEVA,22, 0.60,54.31,2012,f
 50,DEVA,15, 0.46,61.43,2013,f
 36,DEVA,26, 0.82,52.63,2014,f
 36,DEVA,26, 0.85,52.24,2015,f
 29,DEVA,26, 0.82,43.04,2016,f
 114,DIANA,5, 0.13,77.32,2006,f
 113,DIANA,5, 0.13,77.64,2007,f
 119,DIANA,5, 0.12,76.07,2008,f
 82,DIANA,8, 0.20,69.65,2009,f
 119,DIANA,5, 0.13,75.47,2010,f
 59,DIANA,13, 0.35,63.71,2011,f
 82,DIANA,6, 0.19,70.55,2014,f
 67,DIANA,8, 0.26,66.82,2015,f
 78,DIANA,8, 0.25,65.9,2016,f
 6,DIEGO,79, 2.47,17.95,2016,m
 6,DIEGO,75, 2.22,17.10,2015,m
 6,DIEGO,75, 2.20,16.94,2014,m
 6,DIEGO,83, 2.44,16.55,2013,m
 9,DIEGO,88, 2.22,23.75,2012,m
 8,DIEGO,106, 2.61,23.43,2011,m
 6,DIEGO,100, 2.53,16.67,2010,m
 5,DIEGO,106, 2.49,15.12,2009,m
 4,DIEGO,126, 3.00,12.88,2008,m
 1,DIEGO,131, 3.19,3.19,2007,m
 6,DIEGO,116, 2.91,19.62,2006,m
 45,DYLAN,16, 0.50,58.11,2016,m
 49,DYLAN,16, 0.47,62.11,2015,m
 58,DYLAN,13, 0.38,64.24,2014,m
 106,DYLAN,6, 0.15,78.20,2012,m
 113,EDGAR,5, 0.15,78.08,2014,m
 107,EDGAR,6, 0.15,78.35,2012,m
 99,EDGAR,6, 0.14,80.07,2009,m
 90,EDGAR,7, 0.17,77.36,2008,m
 76,EDUARDO,8, 0.25,68.86,2016,m
 104,EDUARDO,5, 0.15,77.14,2015,m
 85,EDUARDO,8, 0.23,72.66,2014,m
 63,EDUARDO,11, 0.32,67.48,2013,m
 79,EDUARDO,9, 0.23,72.95,2012,m
 77,EDUARDO,10, 0.25,73.61,2011,m
 57,EDUARDO,15, 0.38,68.48,2010,m
 65,EDUARDO,16, 0.38,72.32,2009,m
 59,EDUARDO,14, 0.33,69.58,2008,m
 51,EDUARDO,18, 0.44,67.20,2007,m
 73,EDUARDO,10, 0.25,75.68,2006,m
 103,EDURNE,6, 0.16,76.16,2007,f
 120,EDURNE,5, 0.12,76.19,2008,f
 105,EFREN,5, 0.16,74.53,2016,m
 94,EFREN,8, 0.20,77.46,2011,m
 100,EFREN,6, 0.14,80.21,2009,m
 82,EIDEN,7, 0.22,70.30,2016,m
 26,ELENA,34, 0.91,47.98,2006,f
 24,ELENA,42, 1.09,45.37,2007,f
 17,ELENA,48, 1.16,35.86,2008,f
 23,ELENA,40, 0.99,41.46,2009,f
 29,ELENA,32, 0.84,44.97,2010,f
 20,ELENA,43, 1.15,38.62,2011,f
 33,ELENA,29, 0.79,50.21,2012,f
 27,ELENA,32, 0.98,44.36,2013,f
 39,ELENA,24, 0.75,54.99,2014,f
 27,ELENA,31, 1.01,43.85,2015,f
 40,ELENA,20, 0.63,51.03,2016,f
 114,ELIA,5, 0.13,77.77,2007,f
 120,ELIA,5, 0.13,75.6,2010,f
 113,ELIA,5, 0.14,75.65,2012,f
 79,ELIA,7, 0.21,69.71,2013,f
 91,ELIA,6, 0.19,72.24,2014,f
 75,ELIA,7, 0.23,68.77,2015,f
 68,ELIA,10, 0.32,63.07,2016,f
 70,ELIAS,9, 0.28,67.23,2016,m
 63,ELIAS,12, 0.35,67.70,2015,m
 63,ELIAS,13, 0.38,66.15,2014,m
 77,ELIAS,9, 0.26,71.65,2013,m
 86,ELIAS,8, 0.20,74.46,2012,m
 73,ELIAS,11, 0.27,72.60,2011,m
 78,ELIAS,10, 0.25,75.04,2010,m
 101,ELIAS,6, 0.14,80.35,2009,m
 82,ELIAS,8, 0.19,76.73,2007,m
 68,ELIAS,11, 0.28,74.38,2006,m
 71,ELISA,11, 0.30,69.43,2006,f
 93,ELISA,7, 0.18,74.45,2007,f
 79,ELISA,10, 0.24,69.21,2008,f
 49,ELISA,20, 0.52,58.2,2010,f
 99,ELISA,6, 0.16,73.01,2011,f
 67,ELISA,11, 0.30,66.07,2012,f
 68,ELISA,8, 0.25,67.2,2013,f
 85,ELISA,6, 0.19,71.11,2014,f
 68,ELISA,8, 0.26,67.08,2015,f
 69,ELISA,10, 0.32,63.39,2016,f
 48,ELOY,14, 0.44,59.49,2016,m
 54,ELOY,14, 0.41,64.33,2015,m
 87,ELOY,8, 0.23,73.12,2014,m
 57,ELOY,12, 0.35,65.45,2013,m
 108,ELOY,6, 0.15,78.50,2012,m
 66,ELOY,12, 0.30,70.63,2011,m
 72,ELOY,11, 0.28,73.40,2010,m
 79,ELOY,10, 0.23,76.41,2009,m
 82,ELOY,9, 0.21,75.86,2008,m
 105,ELOY,6, 0.15,80.80,2007,m
 98,ELOY,6, 0.15,80.48,2006,m
 56,ELSA,16, 0.43,64.45,2006,f
 68,ELSA,12, 0.31,68.46,2007,f
 67,ELSA,13, 0.31,65.81,2008,f
 59,ELSA,15, 0.37,63.68,2009,f
 44,ELSA,22, 0.58,55.5,2010,f
 47,ELSA,18, 0.48,58.69,2011,f
 71,ELSA,10, 0.27,67.2,2012,f
 85,ELSA,7, 0.21,71,2013,f
 53,ELSA,13, 0.41,63.02,2014,f
 43,ELSA,21, 0.68,57.58,2015,f
 53,ELSA,13, 0.41,57.69,2016,f
 119,EMILIO,5, 0.15,78.96,2014,m
 100,EMILIO,7, 0.17,78.62,2011,m
 108,EMILIO,5, 0.12,79.84,2008,m
 47,EMMA,17, 0.46,60.45,2006,f
 63,EMMA,13, 0.34,66.82,2007,f
 41,EMMA,23, 0.56,55.18,2008,f
 53,EMMA,17, 0.42,61.26,2009,f
 51,EMMA,19, 0.50,59.2,2010,f
 33,EMMA,28, 0.75,50.82,2011,f
 34,EMMA,28, 0.77,50.97,2012,f
 26,EMMA,33, 1.01,43.38,2013,f
 15,EMMA,44, 1.38,30.36,2014,f
 17,EMMA,42, 1.37,32.11,2015,f
 17,EMMA,40, 1.27,31.57,2016,f
 77,ENEKO,8, 0.25,69.11,2016,m
 86,ENEKO,7, 0.21,73.91,2015,m
 68,ENEKO,12, 0.35,67.91,2014,m
 116,ENEKO,5, 0.13,79.61,2012,m
 95,ENEKO,8, 0.20,77.65,2011,m
 87,ENEKO,7, 0.18,76.97,2010,m
 83,ENEKO,9, 0.21,76.08,2008,m
 87,ENEKO,7, 0.18,78.67,2006,m
 12,ENOL,45, 1.41,28.88,2016,m
 15,ENOL,54, 1.60,33.84,2015,m
 13,ENOL,52, 1.52,30.13,2014,m
 13,ENOL,54, 1.58,29.67,2013,m
 17,ENOL,58, 1.46,38.09,2012,m
 23,ENOL,43, 1.06,46.05,2011,m
 19,ENOL,61, 1.55,40.92,2010,m
 20,ENOL,55, 1.29,43.10,2009,m
 21,ENOL,48, 1.14,44.56,2008,m
 23,ENOL,47, 1.15,47.49,2007,m
 22,ENOL,45, 1.13,47.38,2006,m
 83,ENRIQUE,7, 0.22,70.52,2016,m
 65,ENRIQUE,11, 0.33,68.35,2015,m
 105,ENRIQUE,6, 0.18,76.79,2014,m
 64,ENRIQUE,11, 0.32,67.80,2013,m
 99,ENRIQUE,7, 0.18,77.04,2012,m
 59,ENRIQUE,13, 0.32,68.47,2011,m
 80,ENRIQUE,9, 0.23,75.53,2010,m
 73,ENRIQUE,12, 0.28,74.86,2009,m
 67,ENRIQUE,12, 0.29,72.05,2008,m
 106,ENRIQUE,6, 0.15,80.95,2007,m
 76,ENRIQUE,9, 0.23,76.41,2006,m
 31,ENZO,27, 0.85,49.40,2016,m
 22,ENZO,35, 1.04,43.06,2015,m
 30,ENZO,28, 0.82,48.56,2014,m
 35,ENZO,25, 0.73,53.51,2013,m
 64,ENZO,12, 0.30,68.84,2012,m
 78,ENZO,10, 0.25,73.86,2011,m
 107,ENZO,5, 0.13,80.01,2010,m
 113,ENZO,5, 0.12,81.90,2009,m
 94,ENZO,6, 0.14,77.98,2008,m
 84,ENZO,8, 0.20,78.15,2006,m
 78,ERIC,8, 0.25,69.36,2016,m
